,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,last_name,first_name,player_id_x,display_team_name,year_x,primary_pos_formatted,fielding_runs_prevented,outs_above_average_x,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted,player_id_y,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed,resp_fielder_id,year_y,outs_above_average_y,outs_per_play,rel_league_burst_distance,rel_league_reaction_distance,rel_league_routing_distance,rel_league_bootup_distance,f_bootup_distance,n,n_outs
293,293,293,293,293,293,Larnach,Trevor,663616.0,Twins,,LF,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,88%,88%,0%,663616.0,142.0,MIN,LF,25.0,59.0,,4.48,27.0,663616.0,2022.0,0.0,47.4,-0.2,0.0,0.2,0.0,33.6,19.0,9.0
294,294,294,294,294,294,Laureano,Ramon,657656.0,Athletics,,CF,-5.0,-5.0,0.0,0.0,-2.0,-3.0,-2.0,-3.0,85%,87%,-2%,657656.0,133.0,OAK,RF,27.0,113.0,,4.43,27.6,657656.0,2022.0,-3.0,40.8,0.6,2.0,-0.7,1.9,36.0,49.0,20.0
295,295,295,295,295,295,LeMahieu,DJ,518934.0,Yankees,,2B,7.0,9.0,1.0,3.0,4.0,1.0,3.0,6.0,76%,74%,2%,518934.0,147.0,NYY,3B,33.0,218.0,,4.7,26.4,,,,,,,,,,,
296,296,296,296,296,296,Leblanc,Charles,641779.0,Marlins,,2B,-1.0,-1.0,1.0,0.0,-2.0,0.0,-1.0,0.0,78%,78%,0%,641779.0,146.0,MIA,2B,26.0,50.0,,4.33,28.0,,,,,,,,,,,
297,297,297,297,297,297,Lee,Khalil,666137.0,Mets,,RF,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0%,96%,-96%,,,,,,,,,,,,,,,,,,,,
298,298,298,298,298,298,Lester,Josh,623507.0,Tigers,,3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,85%,15%,,,,,,,,,,,,,,,,,,,,
299,299,299,299,299,299,Lewis,Kyle,641786.0,Mariners,,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93%,92%,1%,641786.0,136.0,SEA,DH,26.0,13.0,,4.97,24.1,,,,,,,,,,,
300,300,300,300,300,300,Lewis,Royce,668904.0,Twins,,SS,1.0,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,83%,80%,3%,668904.0,142.0,MIN,SS,23.0,15.0,,,28.4,,,,,,,,,,,
301,301,301,301,301,301,Lindor,Francisco,596019.0,Mets,,SS,10.0,13.0,6.0,5.0,1.0,0.0,12.0,1.0,77%,74%,3%,596019.0,121.0,NYM,SS,28.0,237.0,,4.44,27.5,,,,,,,,,,,
302,302,302,302,302,302,Locastro,Tim,641796.0,Yankees,,CF,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,88%,92%,-4%,641796.0,147.0,NYY,RF,29.0,20.0,12.0,4.18,30.1,641796.0,2022.0,0.0,60.0,-0.6,0.2,-0.9,-1.3,32.2,5.0,3.0
303,303,303,303,303,303,Longoria,Evan,446334.0,Giants,,3B,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,72%,72%,0%,446334.0,137.0,SF,3B,36.0,74.0,,4.71,25.2,,,,,,,,,,,
304,304,304,304,304,304,Lopes,Christian,547173.0,Athletics,,2B,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,71%,79%,-8%,,,,,,,,,,,,,,,,,,,,
305,305,305,305,305,305,Lopez,Alejo,664670.0,Reds,,2B,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1.0,70%,70%,0%,664670.0,113.0,CIN,2B,26.0,61.0,,4.4,26.6,,,,,,,,,,,
306,306,306,306,306,306,Lopez,Nicky,670032.0,Royals,,SS,10.0,14.0,7.0,6.0,0.0,1.0,8.0,5.0,74%,72%,2%,670032.0,118.0,KC,2B,27.0,211.0,,4.24,27.7,,,,,,,,,,,
307,307,307,307,307,307,Lopez,Otto,672640.0,Blue Jays,,SS,-1.0,-2.0,0.0,-2.0,0.0,0.0,-2.0,0.0,57%,79%,-22%,672640.0,141.0,TOR,2B,23.0,5.0,,,27.5,,,,,,,,,,,
308,308,308,308,308,308,Lowe,Brandon,664040.0,Rays,,2B,-3.0,-4.0,-2.0,0.0,-1.0,0.0,-2.0,-2.0,71%,73%,-2%,664040.0,139.0,TB,2B,27.0,84.0,,4.37,27.5,,,,,,,,,,,
309,309,309,309,309,309,Lowe,Josh,666139.0,Rays,,RF,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,88%,89%,-1%,666139.0,139.0,TB,RF,24.0,55.0,8.0,4.21,28.8,666139.0,2022.0,0.0,55.0,0.8,-0.2,0.6,1.2,34.5,20.0,11.0
310,310,310,310,310,310,Lowe,Nathaniel,663993.0,Rangers,,1B,-8.0,-11.0,-3.0,-6.0,-2.0,1.0,-4.0,-7.0,71%,74%,-3%,663993.0,140.0,TEX,1B,26.0,215.0,,4.39,27.1,,,,,,,,,,,
311,311,311,311,311,311,Lowrie,Jed,476704.0,Athletics,,2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53%,54%,-1%,476704.0,133.0,OAK,DH,38.0,46.0,,4.92,25.0,,,,,,,,,,,
312,312,312,312,312,312,Luplow,Jordan,656669.0,D-backs,,RF,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,86%,85%,1%,656669.0,109.0,AZ,RF,28.0,56.0,,4.45,27.8,656669.0,2022.0,-1.0,39.3,0.7,-0.9,0.7,0.5,33.7,28.0,11.0
313,313,313,313,313,313,Lux,Gavin,666158.0,Dodgers,,2B,2.0,3.0,4.0,2.0,0.0,-3.0,2.0,0.0,78%,77%,1%,666158.0,119.0,LAD,2B,24.0,204.0,4.0,4.19,28.8,666158.0,2022.0,-1.0,44.4,-1.4,-0.1,0.6,-0.9,33.4,9.0,4.0
314,314,314,314,314,314,MacKinnon,David,676950.0,---,,1B,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,64%,67%,-3%,676950.0,133.0,OAK,1B,27.0,14.0,,,26.7,,,,,,,,,,,
315,315,315,315,315,315,Machado,Dixon,553988.0,Giants,,2B,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,88%,81%,7%,,,,,,,,,,,,,,,,,,,,
316,316,316,316,316,316,Machado,Manny,592518.0,Padres,,3B,6.0,9.0,6.0,2.0,2.0,-1.0,6.0,3.0,72%,70%,2%,592518.0,135.0,SD,3B,29.0,196.0,,4.71,26.3,,,,,,,,,,,
317,317,317,317,317,317,Machin,Vimael,605353.0,Athletics,,3B,-4.0,-5.0,0.0,0.0,-5.0,0.0,-3.0,-2.0,66%,68%,-2%,605353.0,133.0,OAK,3B,28.0,91.0,,4.71,25.5,,,,,,,,,,,
318,318,318,318,318,318,Madrigal,Nick,663611.0,Cubs,,2B,2.0,2.0,1.0,-1.0,2.0,0.0,1.0,1.0,74%,73%,1%,663611.0,112.0,CHC,2B,25.0,114.0,,4.37,27.4,,,,,,,,,,,
319,319,319,319,319,319,Madris,Bligh,676632.0,Pirates,,RF,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,80%,80%,0%,676632.0,134.0,PIT,RF,26.0,47.0,,4.38,27.9,676632.0,2022.0,-1.0,37.5,-2.1,-0.9,0.4,-2.6,31.0,16.0,6.0
320,320,320,320,320,320,Mancini,Trey,641820.0,---,,LF,0.0,0.0,1.0,-2.0,1.0,0.0,-2.0,2.0,81%,81%,0%,641820.0,117.0,HOU,DH,30.0,169.0,,4.76,25.6,641820.0,2022.0,-2.0,25.0,-2.1,0.2,0.5,-1.3,33.7,8.0,2.0
321,321,321,321,321,321,Marcano,Tucupita,672779.0,Pirates,,2B,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,83%,81%,2%,672779.0,134.0,PIT,LF,22.0,64.0,,4.27,28.8,672779.0,2022.0,-2.0,40.0,-2.2,-0.6,0.3,-2.5,31.4,15.0,6.0
322,322,322,322,322,322,Margot,Manuel,622534.0,Rays,,CF,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,90%,89%,1%,622534.0,139.0,TB,RF,27.0,141.0,3.0,4.33,27.9,622534.0,2022.0,1.0,51.7,0.2,1.7,-0.9,0.9,34.7,29.0,15.0
323,323,323,323,323,323,Marisnick,Jake,545350.0,Pirates,,CF,5.0,5.0,1.0,2.0,0.0,2.0,3.0,2.0,91%,82%,9%,545350.0,134.0,PIT,CF,31.0,24.0,2.0,,28.7,545350.0,2022.0,4.0,64.7,1.6,1.4,-1.1,1.9,36.1,17.0,11.0
324,324,324,324,324,324,Marrero,Deven,571918.0,Mets,,3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60%,55%,5%,,,,,,,,,,,,,,,,,,,,
325,325,325,325,325,325,Marsh,Brandon,669016.0,---,,CF,7.0,7.0,2.0,3.0,2.0,1.0,3.0,4.0,92%,90%,2%,669016.0,143.0,PHI,LF,24.0,152.0,6.0,4.27,28.9,669016.0,2022.0,5.0,63.2,0.7,-0.5,0.1,0.3,34.9,57.0,36.0
326,326,326,326,326,326,Marte,Ketel,606466.0,D-backs,,2B,-2.0,-3.0,2.0,-1.0,-2.0,-1.0,-4.0,1.0,75%,76%,-1%,606466.0,109.0,AZ,2B,28.0,192.0,1.0,4.46,27.0,,,,,,,,,,,
327,327,327,327,327,327,Marte,Starling,516782.0,Mets,,CF,-1.0,-2.0,1.0,-1.0,-2.0,0.0,0.0,-1.0,87%,87%,0%,516782.0,121.0,NYM,RF,33.0,223.0,13.0,4.28,28.0,516782.0,2022.0,-3.0,38.0,-0.1,-0.1,0.5,0.2,33.0,50.0,19.0
328,328,328,328,328,328,Martin,Richie,621006.0,Orioles,,SS,2.0,2.0,-2.0,4.0,-1.0,0.0,1.0,1.0,74%,70%,4%,621006.0,110.0,BAL,2B,27.0,11.0,,,28.8,,,,,,,,,,,
329,329,329,329,329,329,Massey,Michael,686681.0,Royals,,2B,-3.0,-4.0,-1.0,-4.0,0.0,1.0,-1.0,-3.0,71%,73%,-2%,686681.0,118.0,KC,2B,24.0,59.0,,4.47,27.1,,,,,,,,,,,
330,330,330,330,330,330,Mastrobuoni,Miles,670156.0,Rays,,2B,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,80%,87%,-7%,670156.0,139.0,TB,2B,26.0,6.0,,,27.3,,,,,,,,,,,
331,331,331,331,331,331,Mateo,Jorge,622761.0,Orioles,,SS,8.0,11.0,5.0,1.0,2.0,3.0,7.0,4.0,75%,73%,2%,622761.0,110.0,BAL,SS,27.0,159.0,69.0,4.2,30.1,,,,,,,,,,,
332,332,332,332,332,332,Mathias,Mark,664029.0,---,,2B,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,77%,74%,3%,664029.0,140.0,TEX,DH,27.0,23.0,,4.43,27.6,,,,,,,,,,,
333,333,333,333,333,333,Matijevic,J.J.,656695.0,Astros,,1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89%,85%,4%,656695.0,117.0,HOU,DH,26.0,21.0,,4.35,26.7,,,,,,,,,,,
334,334,334,334,334,334,Maton,Nick,665155.0,Phillies,,2B,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,86%,88%,-2%,665155.0,143.0,PHI,2B,25.0,18.0,,,26.6,665155.0,2022.0,0.0,80.0,-2.6,-0.9,-1.1,-4.6,29.4,5.0,4.0
335,335,335,335,335,335,Mayfield,Jack,608686.0,Angels,,3B,-2.0,-2.0,-1.0,0.0,-1.0,0.0,-3.0,1.0,77%,81%,-4%,608686.0,108.0,LAA,3B,31.0,27.0,,4.42,27.3,,,,,,,,,,,
336,336,336,336,336,336,Mazara,Nomar,608577.0,Padres,,RF,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,90%,90%,0%,608577.0,135.0,SD,RF,27.0,57.0,,4.57,26.3,608577.0,2022.0,-1.0,33.3,-1.5,-0.8,0.6,-1.7,31.2,15.0,5.0
337,337,337,337,337,337,Mazeika,Patrick,664850.0,Mets,,1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,98%,2%,664850.0,121.0,NYM,C,28.0,26.0,,4.71,24.0,,,,,,,,,,,
338,338,338,338,338,338,McCann,James,543510.0,Mets,,1B,-1.0,-1.0,0.0,-2.0,0.0,0.0,0.0,-1.0,57%,78%,-21%,543510.0,121.0,NYM,C,32.0,48.0,,4.76,26.1,,,,,,,,,,,
339,339,339,339,339,339,McCarthy,Jake,664983.0,D-backs,,RF,-1.0,-1.0,0.0,-1.0,-2.0,1.0,-1.0,-1.0,85%,86%,-1%,664983.0,109.0,AZ,RF,24.0,138.0,71.0,4.21,30.1,664983.0,2022.0,-2.0,37.5,-0.7,-1.3,0.5,-1.6,31.2,40.0,15.0
340,340,340,340,340,340,McCormick,Chas,676801.0,Astros,,CF,6.0,7.0,1.0,2.0,3.0,1.0,2.0,5.0,90%,86%,4%,676801.0,117.0,HOU,CF,27.0,131.0,5.0,4.27,28.7,676801.0,2022.0,5.0,54.9,1.4,0.8,0.3,2.6,36.4,51.0,28.0
341,341,341,341,341,341,McCutchen,Andrew,457705.0,Brewers,,CF,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,91%,91%,0%,457705.0,158.0,MIL,DH,35.0,171.0,15.0,4.38,28.9,457705.0,2022.0,-1.0,43.8,-0.3,-0.7,0.4,-0.5,32.9,16.0,7.0
342,342,342,342,342,342,McDonald,Mickey,676782.0,Athletics,,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,88%,12%,,,,,,,,,,,,,,,,,,,,
343,343,343,343,343,343,McKenna,Ryan,663630.0,Orioles,,LF,2.0,2.0,2.0,1.0,-1.0,1.0,2.0,1.0,92%,90%,2%,663630.0,110.0,BAL,CF,25.0,64.0,10.0,4.2,29.4,663630.0,2022.0,1.0,47.1,1.5,-0.7,0.3,1.1,34.1,17.0,8.0
344,344,344,344,344,344,McKinney,Billy,641856.0,Athletics,,RF,2.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,90%,83%,7%,641856.0,133.0,OAK,RF,27.0,18.0,,4.44,27.0,,,,,,,,,,,
345,345,345,345,345,345,McKinstry,Zach,656716.0,---,,2B,3.0,3.0,-1.0,2.0,1.0,1.0,2.0,1.0,78%,76%,2%,656716.0,112.0,CHC,2B,27.0,54.0,,4.31,28.3,,,,,,,,,,,
346,346,346,346,346,346,McMahon,Ryan,641857.0,Rockies,,3B,7.0,10.0,5.0,4.0,-1.0,2.0,3.0,6.0,70%,68%,2%,641857.0,115.0,COL,3B,27.0,171.0,,4.61,25.8,,,,,,,,,,,
347,347,347,347,347,347,McNeil,Jeff,643446.0,Mets,,2B,6.0,8.0,5.0,3.0,-2.0,2.0,2.0,6.0,82%,80%,2%,643446.0,121.0,NYM,2B,30.0,222.0,,4.16,27.4,643446.0,2022.0,1.0,61.5,0.0,0.2,0.0,0.2,34.6,13.0,8.0
348,348,348,348,348,348,Meadows,Austin,640457.0,Tigers,,LF,-2.0,-3.0,1.0,0.0,-1.0,-1.0,-2.0,-1.0,87%,90%,-3%,640457.0,116.0,DET,RF,27.0,39.0,,4.4,27.2,640457.0,2022.0,-3.0,42.1,0.3,1.1,-0.6,0.8,33.0,19.0,8.0
349,349,349,349,349,349,Mejia,Francisco,642336.0,Rays,,1B,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,50%,92%,-42%,642336.0,139.0,TB,C,26.0,92.0,,4.41,26.9,,,,,,,,,,,
350,350,350,350,350,350,Melendez,MJ,669004.0,Royals,,LF,-2.0,-2.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,89%,92%,-3%,669004.0,118.0,KC,C,23.0,152.0,,4.21,27.8,669004.0,2022.0,-1.0,45.5,-0.4,-0.5,0.4,-0.5,33.6,11.0,5.0
351,351,351,351,351,351,Mendick,Danny,664901.0,White Sox,,2B,0.0,-1.0,2.0,-2.0,-1.0,0.0,2.0,-2.0,71%,71%,0%,664901.0,145.0,CWS,SS,28.0,36.0,1.0,4.64,26.0,,,,,,,,,,,
352,352,352,352,352,352,Meneses,Joey,608841.0,Nationals,,1B,-2.0,-2.0,-1.0,-1.0,0.0,1.0,-2.0,1.0,81%,82%,-1%,608841.0,120.0,WSH,1B,30.0,90.0,,4.71,25.8,608841.0,2022.0,-1.0,40.0,-0.7,-0.4,0.7,-0.4,32.3,10.0,4.0
353,353,353,353,353,353,Mercado,Oscar,640458.0,Guardians,,CF,-3.0,-3.0,-1.0,0.0,-2.0,0.0,-3.0,-1.0,85%,89%,-4%,640458.0,114.0,CLE,RF,27.0,39.0,,4.41,28.3,640458.0,2022.0,-2.0,35.3,-0.3,0.6,-0.2,0.0,33.9,17.0,6.0
354,354,354,354,354,354,Mercedes,Yermin,606213.0,Giants,,LF,-2.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,-3.0,62%,81%,-19%,606213.0,137.0,SF,DH,29.0,20.0,,,25.9,,,,,,,,,,,
355,355,355,355,355,355,Merrifield,Whit,593160.0,---,,2B,5.0,6.0,0.0,3.0,1.0,1.0,1.0,4.0,78%,77%,1%,593160.0,141.0,TOR,2B,33.0,183.0,1.0,4.32,28.7,593160.0,2022.0,2.0,57.5,0.1,0.0,0.3,0.5,34.3,40.0,23.0
356,356,356,356,356,356,Meyers,Jake,676694.0,Astros,,CF,6.0,7.0,2.0,2.0,3.0,0.0,4.0,3.0,93%,88%,5%,676694.0,117.0,HOU,CF,26.0,57.0,1.0,4.35,28.9,676694.0,2022.0,5.0,66.7,1.8,0.0,0.6,2.4,37.2,27.0,18.0
357,357,357,357,357,357,Miller,Brad,543543.0,Rangers,,2B,-4.0,-5.0,1.0,-2.0,-4.0,0.0,-3.0,-2.0,70%,76%,-6%,543543.0,140.0,TEX,LF,32.0,62.0,,4.44,27.1,543543.0,2022.0,-3.0,30.8,-2.0,1.0,-0.7,-1.7,31.3,13.0,4.0
358,358,358,358,358,358,Miller,Owen,680911.0,Guardians,,1B,5.0,6.0,-1.0,3.0,1.0,2.0,4.0,2.0,74%,72%,2%,680911.0,114.0,CLE,1B,25.0,185.0,17.0,4.3,29.0,,,,,,,,,,,
359,359,359,359,359,359,Miranda,Jose,669304.0,Twins,,1B,-3.0,-4.0,0.0,-4.0,1.0,-1.0,-3.0,-1.0,68%,69%,-1%,669304.0,142.0,MIN,1B,24.0,159.0,,4.61,26.2,,,,,,,,,,,
360,360,360,360,360,360,Mitchell,Cal,668751.0,Pirates,,RF,-3.0,-4.0,0.0,-5.0,0.0,2.0,-1.0,-2.0,81%,85%,-4%,668751.0,134.0,PIT,RF,23.0,87.0,,4.71,26.1,668751.0,2022.0,-4.0,38.7,-1.0,0.1,0.2,-0.7,31.5,31.0,12.0
361,361,361,361,361,361,Mitchell,Garrett,669003.0,Brewers,,CF,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,93%,90%,3%,669003.0,158.0,MIL,CF,23.0,20.0,11.0,4.01,30.2,669003.0,2022.0,1.0,50.0,0.7,0.4,-0.7,0.4,34.9,6.0,3.0
362,362,362,362,362,362,Moncada,Yoan,660162.0,White Sox,,3B,3.0,4.0,1.0,5.0,-3.0,1.0,2.0,2.0,74%,73%,1%,660162.0,145.0,CWS,3B,27.0,116.0,,4.39,27.4,,,,,,,,,,,
363,363,363,363,363,363,Mondesi,Adalberto,609275.0,Royals,,SS,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,85%,78%,7%,609275.0,118.0,KC,SS,26.0,10.0,5.0,,27.4,,,,,,,,,,,
364,364,364,364,364,364,Mondou,Nate,670148.0,Athletics,,2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,21%,-21%,,,,,,,,,,,,,,,,,,,,
365,365,365,365,365,365,Moniak,Mickey,666160.0,---,,CF,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,89%,88%,1%,666160.0,108.0,LAA,CF,24.0,29.0,3.0,4.32,28.2,666160.0,2022.0,1.0,53.3,0.7,-0.4,0.1,0.4,34.9,15.0,8.0
366,366,366,366,366,366,Montero,Elehuris,660707.0,Rockies,,3B,1.0,2.0,-1.0,1.0,1.0,1.0,3.0,-1.0,75%,74%,1%,660707.0,115.0,COL,3B,23.0,59.0,,4.66,26.9,,,,,,,,,,,
367,367,367,367,367,367,Moore,Dylan,664238.0,Mariners,,2B,1.0,1.0,-1.0,2.0,0.0,-1.0,-1.0,2.0,82%,81%,1%,664238.0,136.0,SEA,RF,29.0,67.0,,4.4,28.3,664238.0,2022.0,1.0,55.9,0.9,-0.3,0.1,0.7,34.8,34.0,19.0
368,368,368,368,368,368,Moran,Colin,592567.0,Reds,,3B,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,73%,72%,1%,592567.0,113.0,CIN,1B,29.0,36.0,,4.88,24.0,,,,,,,,,,,
369,369,369,369,369,369,Morel,Christopher,666624.0,Cubs,,2B,-7.0,-8.0,-2.0,-3.0,-2.0,-1.0,-3.0,-6.0,80%,83%,-3%,666624.0,112.0,CHC,CF,23.0,143.0,6.0,4.38,28.8,666624.0,2022.0,-3.0,31.6,0.3,-0.1,-0.4,-0.1,33.8,19.0,6.0
370,370,370,370,370,370,Moreno,Gabriel,672515.0,Blue Jays,,3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100%,91%,9%,672515.0,141.0,TOR,C,22.0,30.0,1.0,4.33,27.4,,,,,,,,,,,
371,371,371,371,371,371,Motter,Taylor,600301.0,Reds,,SS,-2.0,-2.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0,44%,68%,-24%,,,,,,,,,,,,,,,,,,,,
372,372,372,372,372,372,Mountcastle,Ryan,663624.0,Orioles,,1B,2.0,2.0,-1.0,-1.0,3.0,1.0,-1.0,3.0,72%,71%,1%,663624.0,110.0,BAL,1B,25.0,165.0,,4.51,27.5,,,,,,,,,,,
373,373,373,373,373,373,Moustakas,Mike,519058.0,Reds,,3B,-1.0,-2.0,-2.0,1.0,-1.0,0.0,-1.0,-1.0,72%,73%,-1%,519058.0,113.0,CIN,DH,33.0,64.0,,4.77,25.0,,,,,,,,,,,
374,374,374,374,374,374,Mullins,Cedric,656775.0,Orioles,,CF,8.0,9.0,-2.0,4.0,6.0,1.0,9.0,0.0,87%,85%,2%,656775.0,110.0,BAL,CF,27.0,196.0,18.0,4.16,28.4,656775.0,2022.0,7.0,52.4,1.0,-0.4,0.5,1.1,35.2,103.0,54.0
375,375,375,375,375,375,Muncy,Max,571970.0,Dodgers,,1B,-3.0,-4.0,-6.0,0.0,1.0,0.0,-3.0,-1.0,74%,75%,-1%,571970.0,119.0,LAD,3B,31.0,126.0,,4.43,27.2,,,,,,,,,,,
376,376,376,376,376,376,Munoz,Yairo,622168.0,Phillies,,SS,-2.0,-2.0,-1.0,0.0,-1.0,0.0,0.0,-2.0,76%,80%,-4%,622168.0,143.0,PHI,2B,27.0,32.0,,4.33,28.6,,,,,,,,,,,
377,377,377,377,377,377,Muzziotti,Simon,665922.0,Phillies,,CF,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,82%,81%,1%,,,,,,,,,,,,,,,,,,,,
378,378,378,378,378,378,Myers,Wil,571976.0,Padres,,1B,3.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,87%,84%,3%,571976.0,135.0,SD,RF,31.0,94.0,,4.43,28.2,571976.0,2022.0,1.0,66.7,-0.3,-1.2,0.4,-1.2,32.3,18.0,12.0
379,379,379,379,379,379,Naquin,Tyler,571980.0,---,,RF,-1.0,-1.0,-2.0,0.0,-1.0,1.0,0.0,-1.0,85%,85%,0%,571980.0,121.0,NYM,RF,31.0,91.0,,4.44,27.7,571980.0,2022.0,-3.0,30.3,-1.3,-0.6,-0.1,-2.1,31.1,33.0,10.0
380,380,380,380,380,380,Naylor,Josh,647304.0,Guardians,,RF,2.0,3.0,1.0,-1.0,2.0,0.0,2.0,0.0,77%,76%,1%,647304.0,114.0,CLE,1B,25.0,187.0,,4.63,25.3,,,,,,,,,,,
381,381,381,381,381,381,Neuse,Sheldon,641914.0,Athletics,,3B,-5.0,-7.0,-4.0,-1.0,-2.0,1.0,-6.0,0.0,69%,72%,-3%,641914.0,133.0,OAK,3B,27.0,119.0,,4.63,26.4,,,,,,,,,,,
382,382,382,382,382,382,Nevin,Tyler,663527.0,Orioles,,3B,-3.0,-4.0,-1.0,0.0,-4.0,0.0,-5.0,1.0,70%,74%,-4%,663527.0,110.0,BAL,3B,25.0,46.0,,4.75,25.6,,,,,,,,,,,
383,383,383,383,383,383,Newman,Kevin,621028.0,Pirates,,SS,0.0,-1.0,-1.0,3.0,-3.0,0.0,-1.0,1.0,77%,77%,0%,621028.0,134.0,PIT,2B,28.0,130.0,,4.39,27.9,,,,,,,,,,,
384,384,384,384,384,384,Nimmo,Brandon,607043.0,Mets,,CF,5.0,6.0,1.0,2.0,2.0,1.0,5.0,1.0,91%,90%,1%,607043.0,121.0,NYM,CF,29.0,282.0,30.0,4.18,28.7,607043.0,2022.0,2.0,50.0,0.2,-1.3,0.5,-0.6,34.3,56.0,28.0
385,385,385,385,385,385,Nola,Austin,543592.0,Padres,,1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,543592.0,135.0,SD,C,32.0,160.0,,4.74,26.4,,,,,,,,,,,
386,386,386,386,386,386,Nootbaar,Lars,663457.0,Cardinals,,RF,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,87%,86%,1%,663457.0,138.0,STL,RF,24.0,124.0,,4.28,28.2,663457.0,2022.0,-1.0,44.7,0.5,-0.4,-0.2,-0.1,33.2,47.0,21.0
387,387,387,387,387,387,O'Hearn,Ryan,656811.0,Royals,,1B,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,76%,77%,-1%,656811.0,118.0,KC,DH,28.0,37.0,,4.54,27.3,656811.0,2022.0,-1.0,33.3,-1.5,-0.6,0.3,-1.7,31.4,6.0,2.0
388,388,388,388,388,388,O'Neill,Tyler,641933.0,Cardinals,,LF,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,2.0,85%,84%,1%,641933.0,138.0,STL,LF,27.0,107.0,36.0,4.28,29.8,641933.0,2022.0,1.0,45.5,0.2,-0.7,0.6,0.1,32.4,44.0,20.0
389,389,389,389,389,389,Odor,Rougned,596059.0,Orioles,,2B,-4.0,-6.0,-6.0,-1.0,3.0,-2.0,-2.0,-4.0,71%,72%,-1%,596059.0,110.0,BAL,2B,28.0,109.0,1.0,4.39,27.0,,,,,,,,,,,
390,390,390,390,390,390,Olivares,Edward,658668.0,Royals,,RF,-3.0,-4.0,-1.0,0.0,-1.0,-1.0,0.0,-4.0,84%,89%,-5%,658668.0,118.0,KC,RF,26.0,70.0,1.0,4.36,28.6,658668.0,2022.0,-2.0,35.3,-1.4,-1.0,0.4,-2.0,31.4,17.0,6.0
391,391,391,391,391,391,Olson,Matt,621566.0,Braves,,1B,2.0,3.0,1.0,-2.0,2.0,2.0,-2.0,5.0,72%,71%,1%,621566.0,144.0,ATL,1B,28.0,201.0,,4.65,26.3,,,,,,,,,,,
