,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
52,52,52,52,52,52,52,52,52,53,"Sunday, Jun 5",TOR,Home,MIN,L,6.0,8.0,9.0,31-22,2.0,7.5,Cotton,Gausman,Moran,3:20,D,34088.0,1.03,-1,
53,53,53,53,53,53,53,53,53,54,"Monday, Jun 6",TOR,@,KCR,W,8.0,0.0,9.0,32-22,2.0,7.0,Stripling,Lynch,None,2:50,N,10889.0,0.95,1,
54,54,54,54,54,54,54,54,54,55,"Tuesday, Jun 7",TOR,@,KCR,W,7.0,0.0,9.0,33-22,2.0,7.0,Manoah,Keller,None,3:09,N,15103.0,1.0,2,
55,55,55,55,55,55,55,55,55,56,"Wednesday, Jun 8",TOR,@,KCR,L,4.0,8.0,9.0,33-23,2.0,7.0,Singer,Richards,None,3:26,D,12196.0,0.95,-1,
56,56,56,56,56,56,56,56,56,57,"Friday, Jun 10",TOR,@,DET,W,10.0,1.0,9.0,34-23,2.0,7.5,Berríos,Rodriguez,None,2:50,N,26226.0,0.99,1,
57,57,57,57,57,57,57,57,57,58,"Saturday, Jun 11",TOR,@,DET,L,1.0,3.0,9.0,34-24,2.0,8.5,Brieske,Gausman,Soto,2:51,D,30738.0,0.93,-1,
58,58,58,58,58,58,58,58,58,59,"Sunday, Jun 12",TOR,@,DET,W,6.0,0.0,9.0,35-24,2.0,8.5,Stripling,Skubal,None,2:43,D,29399.0,0.92,1,
59,59,59,59,59,59,59,59,59,60,"Monday, Jun 13",TOR,Home,BAL,W,11.0,1.0,9.0,36-24,2.0,8.0,Manoah,Bradish,None,3:17,N,19716.0,0.95,2,
60,60,60,60,60,60,60,60,60,61,"Tuesday, Jun 14",TOR,Home,BAL,L,5.0,6.0,9.0,36-25,2.0,9.0,Lyles,Kikuchi,López,3:12,N,23106.0,0.91,-1,
61,61,61,61,61,61,61,61,61,62,"Wednesday, Jun 15",TOR,Home,BAL,W-wo,7.0,6.0,10.0,37-25,2.0,9.0,Cimber,Bautista,None,2:53,N,19961.0,0.94,1,
